Primary_Critical_Material,Project_Name,State,County,Nearest_Population_Center,Population_Size,Additional_Location_Information,Mining_District,Mineral_Occurrence,Mining_Method,Co-Producing_Materials,Existing_Mine,Status_of_Project,Regulatory_Challenges,Lead_Developer,Location_of_Lead_Developer_HQ,Lead_Developer_Website,Parent_Company,Location_of_Parent_Company_HQ,Was_There_Change_in_Ownership_during_Project?,Planned_Production_Capacity_(Thousands_of_Tons/Year),Planned_Lifespan_of_Mine__(Years),Processing_Plan_in_US,Processing_Plan_Elsewhere_in_North_America,Processing_Done_by_the_Same_Lead_Developer/Parent_Company,Total_Capital_Costs__(Millions_of_Dollars),Number_of_Federal_Awards,Federal_Agency,Year_Granted,Grant/Loan,Amount__(Millions_of_Dollars),Purpose_of_Support,Public_Supply_Agreement_w/_an_Automaker_or_Battery/Component_Producer,Type_of_Land,Public_Land_Ownership,Year_of_Land_Acquisition,Local,State.1,Federal,Local.1,State.2,Federal.1,Evidence_of_Litigation,Number_of_Cases,State_and/or_Federal,Court_Rulings_Issued,Level_of_Court,Link_to_Judicial_Decision,Community_Residents/Groups,Indigenous_Groups,Environmental_Groups,Scale_of_Environmental_Group(s),Commercial_Groups,Recreational_Groups,Other,Evidence_of_Organized_Protest(s),Land_Use__(Built_Environment),Impacts_to_Natural_Environment,"Site_of_Historical,_Cultural,_Spiritual_Significance",Traffic_&_Noise,Air_Quality,Water_Supply,Water_Quality,Impact_on_Species,Classification_of_Species_Impacted_(If_Applicable),Recreation,Agriculture,Subsistence_Hunting/Fishing,Historical_Mining_or_Reclamation_Issues,Reputation_of_the_Developer/Parent_Company,Inadequate_Community_Engagement,Waste_Management,Other.1,Community_Residents/Groups.1,Commercial_Groups.1,Other.2,Economic_Growth,Tax_Revenue,Employment,Community_Development,Replace_Lost_Industries,Historical_Mining_Experience,Geopolitical/Security,Clean_Energy_Transition,Cleaner_than_Other_Sources,Other.3,Location_String,Latitude,Longitude
Copper,Moonlight-Superior Copper ,California,Plumas,"Greenville, CA",1026.0,True,Lights Creek ,Arizona Porphyry Copper Belt,Surface,"Silver, Gold ",Yes-- Abandoned,Exploration,Yes,US Copper Corporation ,CA,https://uscoppercorp.com/,,,True,150.0,17,True,False,True,513,,,,,,,False,Private,,,False,False,False,False,False,False,False,,,True,,,True,False,True,Local/Regional,False,False,False,False,True,True,False,True,False,True,True,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,"Greenville, CA, California",40.1368465,-120.950578
Copper,Morenci,Arizona,Greenlee,"Safford, AZ",10271.0,True,Copper Mountain,Arizona Porphyry Copper Belt,Surface,,Yes-- Active,Active,No,Freeport-McMoRan,US,https://www.fcx.com/operations/north-america,,,False,368.2,17,True,False,True,,1.0,DOE,2024,Grant,80.0,Geothermal,False,,,,False,False,False,False,False,False,False,,,False,,,False,True,False,,False,False,False,False,False,True,False,False,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,"Safford, AZ, Arizona",32.8332442,-109.7131838
Copper,Palmer Copper-Zinc,Alaska ,,"Haines, AK",1657.0,True,,,Undetermined,"Zinc, Silver, Lead, Gold",No-- New Development,Exploration,No,American Pacific Mining Corporation,CA,https://americanpacificmining.com/news-releases-2024/american-pacific-provides-update-on-drill-programs-at-its-madison-and-palmer-projects/,,,True,,,False,False,False,,,,,,,,False,,,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Haines, AK, Alaska ",59.0831232,-135.3430573
Copper,Pebble,Alaska,,"Iliamna, AK",108.0,True,,,Surface,"Gold, Molybdenum ",No-- New Development,Delayed Indefinitely,Yes,Pebble Limited Partnership,US,https://northerndynastyminerals.com/pebble-project/project-overview/,Northern Dynasty Minerals,CA,False,160.0,20,True,False,True,6700,,,,,,,False,Public,State,,False,True,False,False,False,True,True,7.0,Federal,False,,,False,True,True,National,False,True,False,True,False,True,True,False,False,False,False,True,,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,"Iliamna, AK, Alaska",59.800471,-154.8815249
Copper,Pickett Mountain,Maine,Penobscot,"Patten, MN",771.0,True,Northern Maine Volcanic Belt,,Surface,"Silver, Gold, Lead",No-- New Development,Delayed Indefinitely,Yes,Wolfden Resources Corp,US,https://www.wolfdenresources.com,,,True,,2024-10-15 00:00:00,True,False,False,,,,,,,,False,Private,,2017.0,True,True,False,False,False,False,False,,,False,,,True,True,True,Local/Regional & National,False,False,False,False,False,True,True,False,False,False,True,True,Endangered,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,"Patten, MN, Maine",45.9960683,-68.4473498
Copper,Pinto Valley,Arizona,Gila,"Miami, AZ",1532.0,True,Globe-Miami,,Surface,Molybdenum,Yes-- Active,Active,Yes,Capstone Copper,US,https://capstonecopper.com/about-us/leadership/,,,True,52.6,,True,False,True,,,,,,,,False,Public,USFS,2021.0,False,False,False,False,False,False,True,1.0,Federal,False,District,,True,False,True,National,False,False,False,False,False,True,False,False,False,True,True,True,Endangered and Threatened,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,"Miami, AZ, Arizona",33.3995392,-110.8709218
Copper,Pope-Shenon,Idaho,Lemhi,"Salmon, ID",3295.0,True,Eureka,,Underground,,Yes-- Abandoned,Delayed Indefinitely,No,Neuma International Inc,US,Unavailable,,,False,,,False,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Salmon, ID, Idaho",45.1759213,-113.895773
Copper,Ray,Arizona,Pinal,"Kearney, AZ",1741.0,True,Mineral Creek,,Surface,,Yes-- Active,Active,Yes,ASARCO,US, https://www.asarco.com/mines/.,Grupo Mexico,MX,True,,,True,False,True,,,,,,,,False,Public,BLM,2020.0,False,False,False,False,False,False,True,1.0,Federal,True,Appeals,https://eplanning.blm.gov/eplanning-ui/project/82268/510,True,False,True,Local/Regional & National,False,False,False,False,False,True,False,False,True,False,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,"Kearney, AZ, Arizona",32.3541987,-111.1039907
Copper,Resolution Copper,Arizona,Pinal,"Superior, AZ",2407.0,True,Pioneer,Copper Porphyry Belt,Underground,,Yes-- Abandoned,Development,Yes,Rio Tinto,UK,https://www.riotinto.com,Rio Tinto International Holdings Limited,UK,False,120.0,40,True,False,False,6000,,,,,,,False,Public,USFS,,False,False,False,False,False,True,True,1.0,Federal,True,District,https://nam12.safelinks.protection.outlook.com/?url=https%3A%2F%2Fcdn.ca9.uscourts.gov%2Fdatastore%2Fopinions%2F2024%2F03%2F01%2F21-15295.pdf&data=05%7C02%7Cshahalin%40iu.edu%7Cec57a44f6f2a4882cbe508dd26243a59%7C1113be34aed14d00ab4bcdd02510be91%7C0%7C0%7C638708659214284295%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=RFpkN%2BSrT%2FAxCMcxBTpFLPMllLBAeuvHpamrbpyNWjE%3D&reserved=0,True,True,True,,False,False,False,True,False,True,True,False,False,True,True,True,Endangered and Threatened,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,"Superior, AZ, Arizona",33.293945,-111.09623
Copper,Rock Creek,Montana,Sanders,"Noxon, MT",464.0,True,,,Underground,Gold,No-- New Development,Delayed Indefinitely,Yes,Hecla Mining Company,US,https://www.hecla.com/exploration.,,,True,,<20,False,False,False,,,,,,,,False,Public,USFS,,True,False,False,False,False,False,True,,State,True,District,https://law.justia.com/cases/montana/supreme-court/2021/da-19-0484.html.,True,True,True,Local/Regional & National,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,"Noxon, MT, Montana",47.983451,-115.7693553
Copper,Safford,Arizona,Graham,"Safford, AZ",10129.0,True,Safford,Arizona Porphyry Copper Belt,Surface,,Yes-- Active,Active -- Expansion Plan,No,Freeport-McMoRan,US,https://www.fcx.com,,,True,122.0,34,True,False,True,,1.0,DOE,2024,Grant,80.0,Geothermal,False,Private,,2007.0,False,False,False,False,False,False,False,,,False,,,False,False,True,Local/Regional,False,False,False,False,False,False,False,False,True,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,"Safford, AZ, Arizona",32.8332442,-109.7131838
Copper,Sierrita,Arizona,Pima,"Green Valley, AZ",22616.0,True,Pima,Arizona Porphyry Copper Belt,Surface,Molybdenum,Yes-- Active,Active -- No Expansion Plan,No,Freeport-McMoRan,US,https://www.fcx.com,,,True,85.0,62,True,False,True,,,,,,,,False,Private,,,True,True,False,False,False,False,False,,,False,,,True,False,False,,False,False,False,False,False,True,False,True,True,True,True,True,,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,"Green Valley, AZ, Arizona",31.8484548,-111.0265945
Copper,Silver Bell ,Arizona,Pima,"Mirana, AZ",51906.0,True,Silver Bell,,Surface,"Molybdenum, Silver",Yes-- Active,Active,Yes,ASARCO,US,https://www.asarco.com/mines/,Grupo Mexico,MX,True,,,True,False,True,,,,,,,,False,Private,,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,True,False,False,False,False,True,True,Threatened,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,"Mirana, AZ, Arizona",,
Copper,Sunnyside Copper,Arizona,Santa Cruz,"Patagonia, AZ",804.0,True,Harshaw,,Undetermined,"Silver, Lead, Zinc",Yes-- Active,Exploration,Yes,Barksdale Resource,CA,https://barksdaleresources.com/projects/arizona-project/99-sunnyside.html#treport,,,True,,,False,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,True,2.0,Federal,True,District,https://www.patagoniaalliance.org/wp-content/uploads/2015/09/Sunnyside-Judgment-91515.pdf; https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/05/15/23-16167.pdf ,False,False,True,Local/Regional & National,False,False,False,False,False,True,False,True,False,False,True,True,Endangered and Threatened,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,"Patagonia, AZ, Arizona",31.5402016,-110.753927
Copper,Tohono,Arizona,Pinal,"Casa Grande, AZ",63743.0,True,N/A ,,Surface and Underground,"Molybdenum, Lead, Silver, Zinc, Gold. Silica",Yes-- Abandoned,Delayed Indefinitely,No,Cyprus Tohono Corporation,US,,"Freeport-McMoRan Copper & Gold, Inc.",,False,,,True,False,True,,,,,,,,False,Private,Cyprus Tohono Corporation,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Casa Grande, AZ, Arizona",32.8772834,-111.7536818
Copper,Tormey,Idado ,Lemhi,"Salmon, ID",6724.0,True,Eureka,,Undetermined,"Molybdenuym, Silver",Yes-- Abandoned,Exploration,No,Idaho Copper (IC) Corporation ,US,https://www.idaho-copper.com/idaho-copper-corp-announces-official-name-and-symbol-change/.,,,False,,,False,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Salmon, ID, Idado ",,
Copper,Twin Metals,Minnesota,Saint Louis,"Ely, MN",3268.0,True,Mesabi Iron Range,Duluth Complex (Maturi Deposit),Surface,"Silver, Gold, Platinum Group Metals, Nickel",No-- New Development,Delayed Indefinitely,Yes,Twin Metals,CL,tps://www.twin-metals.com/meet-twin-metals/about-the-project/,Antofagasta,UK,False,,30,False,True,False,1700,,,,,,,False,Public,USFS,,False,False,False,True,False,True,True,2.0,Federal,True,District,https://law.justia.com/cases/federal/district-courts/district-of-columbia/dcdce/1:2022cv02506/246541/62/.,False,True,True,Local/Regional & National,False,False,False,True,False,True,False,True,True,True,True,False,,True,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,"Ely, MN, Minnesota",47.901571,-91.8572479
Copper,White Pine North,Michigan,Ontonagon,"White Pine, MI",339.0,True,,Keweenaw Copper Belt,Underground,,Yes-- Abandoned,Development,No,"White Pine Copper, LLC/Kinterra",CA,https://www.highlandcopper.com/projects/white-pine-north-project/,Highland Copper Inc,CA,True,16.5,11,False,False,False,884,,,,,,,False,Public,,,True,True,False,False,False,False,False,,,False,,,False,False,True,Local/Regional & National,False,False,False,False,False,True,False,False,False,False,True,False,,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,"White Pine, MI, Michigan",46.7538361,-89.5840433
Copper,Yerington,Nevada,Lyon,"Yerington, NV",3048.0,True,Yerington Copper District,,Surface,,Yes-- Abandoned,Exploration,No,Singatse Peak Services,UK,,Lion Copper and Gold Corp,CA,True,41.5,12,True,False,True,413,,,,,,,False,Public and Private,BLM,,True,True,False,False,False,False,False,,,False,,,True,False,False,,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,"Yerington, NV, Nevada",38.9855429,-119.162989
Cobalt,Blackpine,Idaho,Lemhi,"Cobalt, ID",13.0,True,Blackbird,Idaho Cobalt Belt,Undetermined,"Cupper, Gold",Yes-- Abandoned,Delayed Indefinitely,No,Koba Resources Limited,AU,https://kobaresources.com,,,True,,,False,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Cobalt, ID, Idaho",45.0926145,-114.2330182
Cobalt,Bonanza,Idaho,Lemhi,"Cobalt, ID",13.0,True,Blackbird,Idaho Cobalt Belt,Underground,,Yes-- Abandoned,Delayed Indefinitely,No,Battery Mineral Resources,CA,https://bmrcorp.com,Battery Mineral Resources,CA,False,,,False,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Cobalt, ID, Idaho",45.0926145,-114.2330182
Cobalt,Colson,Idaho,Lemhi,"Salmon, ID",3295.0,True,Mineral Hill,Idaho Cobalt Belt,Undetermined,,Yes-- Abandoned,Delayed Indefinitely,No,Koba Resources Limited,AU,https://kobaresources.com,,,False,,,False,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,False,,,False,,,False,False,True,Local/Regional,False,False,False,False,False,True,False,False,False,False,True,True,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"Salmon, ID, Idaho",45.1759213,-113.895773
Cobalt,Elkhorn ,Idaho,Lemhi,"Salmon, ID",3295.0,True,Blackbird,Idaho Cobalt Belt,Undetermined,Copper,Yes-- Abandoned,Delayed Indefinitely,No,Koba Resources Limited,AU,https://kobaresources.com/projects/cobalt/idaho-cobalt-belt-overview/elkhorn-project/,,,True,,,False,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Salmon, ID, Idaho",45.1759213,-113.895773
Cobalt,Goodsprings ,Nevada,Clark,"Goodsprings, NV",162.0,True,Goodsprings,Beatty-Searchlight Mineral Belt,Undetermined,Copper,Yes-- Abandoned,Delayed Indefinitely,No,Koba Resources Limited,AU,https://kobaresources.com/projects/cobalt/idaho-cobalt-belt-overview/goodsprings-project/,,,True,,,False,False,False,,,,,,,,False,Public,BLM,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Goodsprings, NV, Nevada",35.8324542,-115.4338295
Cobalt,Idaho Cobalt Operations,Idaho,Lemhi,"Salmon, ID",3295.0,True,Blackbird,Idaho Cobalt Belt,Surface,"Copper, Gold",Yes-- Abandoned,Delayed Indefinitely,No,Jervois,AU,https://jervoisglobal.com/projects/idaho-cobalt-operations/,Jervois Global,AU,True,8.0,12.5,True,False,True,307,1.0,DOD,2023,Grant,15.0,Exploration,False,Public,USFS,,False,True,True,False,False,False,False,,,False,,,False,True,True,Local/Regional,False,False,False,False,False,False,True,False,False,True,True,False,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,"Salmon, ID, Idaho",45.1759213,-113.895773
Cobalt,Idaho Cobalt Project,Idaho,Lemhi,"Salmon, ID",3295.0,True,Blackbird,Idaho Cobalt Belt,Surface,"Copper, Gold",No-- New Development,Development,No,Champion Electric Metals,CA,https://www.champem.com,,,False,,28,True,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Salmon, ID, Idaho",45.1759213,-113.895773
Cobalt,Iron Creek,Idaho,Lemhi,"Salmon, ID",3295.0,True,Blackbird,Idaho Cobalt Belt,Underground,Copper,No-- New Development,Exploration,No,Electra,CA,https://electrabmc.com/about-us/,,,False,,,False,True,True,,,DOD,2024,Grant,20.0,Processing,True,Public,USFS,2018.0,False,False,False,False,False,False,False,,,False,,,False,False,True,Local/Regional,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Salmon, ID, Idaho",45.1759213,-113.895773
Cobalt,Madison,Missouri,Madison,"Cobalt, MO",262.0,True,Mine La Motte-Fredericktown,,Recovery from mine waste,"Copper, Nickel",Yes-- Abandoned,Exploration,Yes,U.S. Strategic Metals,US,https://www.usstrategicmetals.com/,,,True,2.5,,True,False,True,,2.0,Import/Export & US Citizenship and Immigration Services,2024,Loan,500.8,Development,False,Private,,2018.0,False,False,False,False,False,False,True,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,True,True,True,True,,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,"Cobalt, MO, Missouri",37.5460805,-90.2872626
