Primary_Critical_Material,Project_Name,State,County,Nearest_Population_Center,Population_Size,Additional_Location_Information,Mining_District,Mineral_Occurrence,Mining_Method,Co-Producing_Materials,Existing_Mine,Status_of_Project,Regulatory_Challenges,Lead_Developer,Location_of_Lead_Developer_HQ,Lead_Developer_Website,Parent_Company,Location_of_Parent_Company_HQ,Was_There_Change_in_Ownership_during_Project?,Planned_Production_Capacity_(Thousands_of_Tons/Year),Planned_Lifespan_of_Mine__(Years),Processing_Plan_in_US,Processing_Plan_Elsewhere_in_North_America,Processing_Done_by_the_Same_Lead_Developer/Parent_Company,Total_Capital_Costs__(Millions_of_Dollars),Number_of_Federal_Awards,Federal_Agency,Year_Granted,Grant/Loan,Amount__(Millions_of_Dollars),Purpose_of_Support,Public_Supply_Agreement_w/_an_Automaker_or_Battery/Component_Producer,Type_of_Land,Public_Land_Ownership,Year_of_Land_Acquisition,Local,State.1,Federal,Local.1,State.2,Federal.1,Evidence_of_Litigation,Number_of_Cases,State_and/or_Federal,Court_Rulings_Issued,Level_of_Court,Link_to_Judicial_Decision,Community_Residents/Groups,Indigenous_Groups,Environmental_Groups,Scale_of_Environmental_Group(s),Commercial_Groups,Recreational_Groups,Other,Evidence_of_Organized_Protest(s),Land_Use__(Built_Environment),Impacts_to_Natural_Environment,"Site_of_Historical,_Cultural,_Spiritual_Significance",Traffic_&_Noise,Air_Quality,Water_Supply,Water_Quality,Impact_on_Species,Classification_of_Species_Impacted_(If_Applicable),Recreation,Agriculture,Subsistence_Hunting/Fishing,Historical_Mining_or_Reclamation_Issues,Reputation_of_the_Developer/Parent_Company,Inadequate_Community_Engagement,Waste_Management,Other.1,Community_Residents/Groups.1,Commercial_Groups.1,Other.2,Economic_Growth,Tax_Revenue,Employment,Community_Development,Replace_Lost_Industries,Historical_Mining_Experience,Geopolitical/Security,Clean_Energy_Transition,Cleaner_than_Other_Sources,Other.3,Location_String,Latitude,Longitude
Lithium,Columbus,Nevada,Nye,"Tonopah, Nevada",1938.0,True,,,Evaporative,Boron,Yes-- Abandoned,Exploration,No,Canter Resources Corporation,CA,https://canterresources.com/.,,,True,,,False,False,False,,,,,,,,False,Public,BLM,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Tonopah, Nevada, Nevada",38.100063,-117.2250609
Lithium,Compass Minerals,Utah,Weber,"Ogden, UT",87321.0,True,,Great Salt Lake,Evaporative,,No-- New Development,Delayed Indefinitely,Yes,Compass Minerals,US,https://www.compassminerals.com/who-we-are/,,,False,35.0,,True,False,True,,,,,,,,True,Private,,,False,False,False,False,True,False,False,,,False,,,True,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,"Ogden, UT, Utah",41.2230048,-111.9738429
Lithium,Fish Lake Valley,Nevada,Esmeralda,"Dyer, NV",232.0,True,,,Undetermined,"Boron, potassium ",No-- New Development,Exploration,No,Lithium Corporation,US,https://lithiumcorporation.com/wp-content/uploads/2024/07/Lithium-Corporation-Presentation-July-2024.pdf; https://wcsecure.weblink.com.au/pdf/1MC/02892212.pdf.,,,False,,,False,False,False,,,,,,,,False,,,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Dyer, NV, Nevada",37.6677807,-118.067502
Lithium,Fort Cady,California,San Bernardino,"Barstow, CA",25415.0,True,Hector Basin,,Surface,Boron,No-- New Development,Development,No,5E Advanced Materials,US,https://5eadvancedmaterials.com/,,,False,,31,False,False,False,526,2.0,DOE & Import/Export,2024,Loan,471.5,Processing,False,Public,BLM,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Barstow, CA, California",34.8986215,-117.0244313
Lithium,Green River -- American Potash,Utah,Grand County,"Moab, UT",5221.0,True,,,Evaporative,"Potash, bromine, boron.",No-- New Development,Exploration,No,American Critical Minrerals ,US,https://acmineralscorp.com/.,,,True,,,False,False,False,,,,,,,,False,,,,False,False,False,False,False,False,False,,,False,,,False,False,True,Local/Regional,False,False,False,False,False,True,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,"Moab, UT, Utah",38.5738096,-109.546214
Lithium,Green River -- Blackstone,Utah,Emery,"Green River, Utah",827.0,True,,,Direct Lithium Extraction,,Yes-- Abandoned,Exploration,No,Black Stone Minerals ,US,https://www.ansonresources.com/green-river-lithium-project/,Anson Resources,AU,False,,,True,False,False,,,,,,,,False,Private,,,False,False,False,False,False,True,True,1.0,State,False,District,,True,False,True,Local/Regional,False,True,False,False,False,False,False,False,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,"Green River, Utah, Utah",40.9394403,-109.5930444
Lithium,Kings Mountain,North Carolina,Cleveland and Gaston,"Kings Mountain, NC",11142.0,True,,Carolina Tin-Spodumene Belt,Surface,,Yes-- Abandoned,Delayed Indefinitely,No,Albemarle,US,https://www.albemarle.com,Albemarle,US,True,420.0,10,True,False,True,,2.0,DOD & DOE,2022/2023,Grant,260.0,"Reopening Mine, development",False,Private,,2015.0,True,False,False,False,False,False,False,,,False,,,True,False,False,,False,False,False,False,True,True,False,True,True,True,True,False,,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,"Kings Mountain, NC, North Carolina",35.2450607,-81.3410516
Lithium,Let's Go Lithium,Nevada,Nye,"Pahrump, NV",44738.0,True,Pahrump,Beatty-Searchlight Mineral Belt,Surface,,No-- New Development,Exploration,Yes,Rover Critical Minerals,CA,https://www.rovercriticalminerals.com/nevada-lithium,,,False,,,False,False,False,,,,,,,,False,Public,BLM,,False,False,False,True,False,True,True,1.0,,True,,,True,False,True,Local/Regional & National,False,False,False,False,False,True,False,False,False,True,True,True,Threatened and Endangered,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,"Pahrump, NV, Nevada",36.2087301,-115.984614
Lithium,Lilac ,Utah,Box Elder,"Brigham City, UT",19650.0,True,,Great Salt Lake,Direct Lithium Extraction,,No-- New Development,Delayed Indefinitely,Yes,Waterleaf Resources,US,https://lilacsolutions.com/,Lilac Solutions Inc,US,False,3.5,,True,False,True,,1.0,DOE,2022,Grant,50.0,DLE Plant,True,Public,State,,False,False,True,False,True,False,False,,,False,,,True,False,True,Local/Regional,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"Brigham City, UT, Utah",41.5110434,-112.0154991
Lithium,Lithium King ,Utah,Toole,"Wendover, UT",1115.0,True,Wendover,Uinta Belt,Evaporative,Magnesium,Yes-- Abandoned,Exploration,No,Global Battery Minerals,CA,https://gbml.ca/projects/lithium-king/,,,False,,,False,False,False,,,,,,,,False,Public,BLM,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Wendover, UT, Utah",40.7374014,-114.0304541
Lithium,McDermitt,Oregon,Malheur,"McDermitt, NV",124.0,True,,,Surface,,No-- New Development,Exploration,No,Jindalee Resources,AU,https://www.jindaleelithium.com/,Jindalee Resources,AU,True,47.5,63,True,False,True,3020,,,,,,,False,Public,BLM,2018.0,False,True,False,False,False,False,False,,,False,,,False,True,True,Local/Regional,False,False,False,False,False,True,True,False,False,False,True,True,Endangered and Threatened,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,"McDermitt, NV, Oregon",42.0149296,-117.7267466
Lithium,McGee,Nevada,Esmeralda,"Tonopah, Nevada",2009.0,True,,,Surface,,No-- New Development,Exploration,No,Spearmint Resources Inc. ,CA,https://www.spearmintresources.ca/.,,,False,,,False,False,False,,,,,,,,False,Public,BLM,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Tonopah, Nevada, Nevada",38.100063,-117.2250609
Lithium,Paradox Lithium,Utah,Emery,"Green River, UT",847.0,True,,Paradox Basin,Direct Lithium Extraction,Bromine,No-- New Development,Development,Yes,Anson Resources,AU,https://www.ansonresources.com/,,,False,14.0,23,True,False,True,495,,,,,,,True,Public and Private,BLM/State,,False,True,False,True,False,True,True,1.0,Federal,False,District,,True,False,True,Local/Regional,False,True,False,False,False,False,False,False,False,True,True,False,,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,"Green River, UT, Utah",40.9394403,-109.5930444
Lithium,Rhyolite Ridge ,Nevada,Esmeralda,"Dyer, NV",232.0,True,Silver Peak,Walker Lane Mineral Belt,Surface,Boron,No-- New Development,Development,Yes,Ioneer,AU,https://rhyolite-ridge.ioneer,Ioneer,AU,True,24.0,,True,False,True,785,1.0,DOE,2023,Loan,700.0,Processing,True,Public,BLM,,True,True,True,True,True,True,True,2.0,Federal,True,District,https://www.biologicaldiversity.org/species/plants/pdfs/Tiehms-buckwheat-federal-ruling-04-21-2021.pdf,True,True,True,Local/Regional & National,False,False,False,False,True,True,True,False,True,True,True,True,Endangered,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,"Dyer, NV, Nevada",37.6677807,-118.067502
Lithium,Roundtop ,Texas,Hudspeth,"Sierra Blanca, TX",315.0,True,,Trans Pecos,Surface,Rare Earth Elements,No-- New Development,Exploration,No,Texas Mineral Resources,AU,https://tmrcorp.com/projects/rare_earths/; https://www.usare.com/about,USA Rare Earth,US,False,10.8,20,True,False,True,354,,,,,,,False,Public,State,,False,False,False,True,False,False,True,,,False,,,True,False,True,Local/Regional,False,False,False,False,False,True,False,False,True,False,True,False,,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,"Sierra Blanca, TX, Texas",31.1778312,-105.357627
Lithium,Salton Sea (ATLiS),California,Imperial County,"Calipatria, CA",6515.0,True,,Salton Sea,Direct Lithium Extraction,"Zinc, Manganese",No-- New Development,Development,No,Energy Source Minerals LLC,US,https://www.esminerals.com,Energy Source Minerals LLC,US,False,20.0,,True,False,True,661,1.0,DOE,2025,Loan,1361.0,Construction,True,Private,State,2012.0,True,True,True,False,True,False,False,,,False,,,True,True,True,National,False,False,False,False,False,False,True,False,True,True,True,False,,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,"Calipatria, CA, California",33.1255773,-115.5140272
Lithium,Salton Sea (BHE),California,Imperial County,"Calipatria, CA",6515.0,True,,Salton Sea,Direct Lithium Extraction,,No-- New Development,Delayed Indefinitely,No,BHE Renewable,US,https://www.bherenewables.com,Berkshire Hathaway,US,False,99.2,,True,False,True,,1.0,DOE,2021,Grant,80.0,Demo Plant,False,Private,State,,True,True,True,False,False,False,False,,,False,,,True,True,True,National,False,False,False,False,False,False,True,False,True,True,True,False,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"Calipatria, CA, California",33.1255773,-115.5140272
Lithium,Salton Sea (CTR),California,Imperial County,"Nilan, CA",756.0,True,,Salton Sea,Direct Lithium Extraction,,No-- New Development,Development,No,Controlled Thermal Resources,US,https://www.cthermal.com/,Controlled Thermal Resources,US,True,330.7,,True,False,False,1850,,,,,,Geothermal Plant,True,Private,State,2020.0,True,True,True,True,True,False,True,2.0,,True,,https://www.courthousenews.com/wp-content/uploads/2025/01/comite-civico-del-valle-v-county-of-imperial-tentative-decision.pdf,True,True,True,National,False,False,False,False,False,False,True,False,True,True,True,False,,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,"Nilan, CA, California",,
Lithium,Silver Peak,Nevada,Esmeralda,"Silver Peak, NV",213.0,True,Silver Peak,Walker Lane Mineral Belt,Evaporative,Boron,Yes-- Active,Active -- Expansion Plan,Yes,Albemarle,US,https://www.albemarle.com,Albemarle,US,True,5.0,,True,False,True,30-50,1.0,DOE,2022,Grant,150.0,Processing,False,Public and Private,BLM,2015.0,False,False,True,False,False,False,True,,,False,,,False,False,False,,False,False,False,False,False,True,False,False,False,True,False,False,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,"Silver Peak, NV, Nevada",37.7552783,-117.634177
Lithium,Smackover-LANXESS,Arkansas,Union,"El Dorado, AR",17755.0,True,,Smackover,Direct Lithium Extraction,Bromine,Yes-- Active,Development,No,Standard Lithium,CA,https://www.standardlithium.com/projects/arkansas-smackover,Equinor,CA,False,23.0,,True,False,False,437,,,,,,,False,Private,,2019.0,True,True,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,"El Dorado, AR, Arkansas",33.2115087,-92.6650144
Lithium,Smackover-XOM/Galvanic,Arkansas,"Lafayette, Columbia","El Dorado, AR",17755.0,True,,Smackover,Direct Lithium Extraction,,No-- New Development,Development,No,Galvanic Energy LLC,US,https://galvanicenergy.com,ExxonMobil,US,True,,,True,False,True,2000,,,,,,,False,Private,,,True,True,False,False,False,False,False,,,False,,,False,False,True,National,False,False,False,False,False,False,False,False,False,True,True,False,,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,True,False,"El Dorado, AR, Arkansas",33.2115087,-92.6650144
Lithium,Thacker Pass,Nevada,Humboldt,"Orovada, NV",117.0,True,Opalite,Lynn-Railroad Belt,Evaporative,Boron,No-- New Development,Development,Yes,Lithium Americas,CA,https://www.lithiumamericas.com,Lithium Americas Ltd,CA,False,44.1,40,True,False,True,2930,2.0,DOD & DOE,2023/2024,Loan/Grant,1611.8,Processing,True,Public,BLM,,False,True,True,True,False,False,True,2.0,Federal,True,District & Circuit,https://www.westernwatersheds.org/wp-content/uploads/2023/02/Thacker-Pass-Court-Opinion-2-6-23.pdf.,True,True,True,Local/Regional & National,False,False,False,True,True,True,True,False,True,True,True,True,Endangered,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,"Orovada, NV, Nevada",41.569702,-117.7853458
Lithium,TLC ,Nevada,Nye,"Tonopah, NV",2179.0,True,Tonopah,Walker Lane Mineral Belt,Surface,,No-- New Development,Exploration,No,American Lithium Corporation,US,https://americanlithiumcorp.com/tlc-lithium-project/,,,False,38.0,40,False,False,True,819,,,,,,,False,Public,BLM,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"Tonopah, NV, Nevada",38.100063,-117.2250609
Lithium,Tonopah Flats,Nevada,Esmeralda,"Tonopah, NV",2179.0,True,Tonopah,Walker Lane Mineral Belt,Surface,,Yes-- Abandoned,Exploration,No,American Battery Technology,US,https://americanbatterytechnology.com/projects/tonopah-flats/,,,False,33.1,50,True,False,True,782,3.0,DOE,2021/2022,Grant,139.5,Demonstation/Facility/Recycling,False,Public,BLM,,False,False,True,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"Tonopah, NV, Nevada",38.100063,-117.2250609
Lithium,Utah Lithium,Utah,Grand,"Moab, UT",5366.0,True,,,Direct Lithium Extraction,"Boron, Bromine, Potash",No-- New Development,Exploration,No,Mandrake Resources,AU,https://www.mandrakeresources.com.au/project/utah-lithium-project/,,,True,,,True,False,False,,1.0,DOE,2024,Grant,1.0,,False,Public,BLM,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Moab, UT, Utah",38.5738096,-109.546214
Lithium,Whitehorse Ranch,Oregon,Harney,"Fields, OR",120.0,True,,Basin and Range Province,Evaporative,,No-- New Development,Delayed Indefinitely,Yes,ACME Lithium US,CA,https://acmelithium.com/,ACME Lithium Inc.,CA,False,,,False,False,False,,,,,,,,False,Public,BLM,2022.0,False,False,False,False,False,True,False,,,False,,,True,False,True,Local/Regional,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Fields, OR, Oregon",42.26461,-118.6753807
Lithium,Willcox Playa,Arizona,Cochise,"Wilcox, AZ",3213.0,True,,Basin and Range Province,Undetermined,,No-- New Development,Exploration,No,Max Power,CA,,,,False,,,False,False,False,,,,,,,,False,Public,BLM/State,2018.0,False,False,False,True,False,False,False,,,False,,,True,False,True,Local/Regional,False,False,False,False,False,True,False,True,False,True,True,True,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,"Wilcox, AZ, Arizona",32.7408453,-114.480458
Lithium,Zeus,Nevada,Esmeralda,"Tonopah, NV",2179.0,True,,,Surface,,No-- New Development,Exploration,Yes,Noram Lithium Corporation,CA,https://noramlithiumcorp.com/resource/clayton-valley/,,,False,,,True,False,True,,,,,,,,False,Public,BLM,2016.0,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Tonopah, NV, Nevada",38.100063,-117.2250609
Copper,American Pacific Palmer,Alaska,,"Haines, AK",2104.0,True,,,Undetermined,"Zinc, Gold, Silver, Barite",No-- New Development,Exploration,No,Constantine Mining LLC,US,https://www.visithaines.com/listing/constantine-mining-llc/2109/,American Pacific Mining Corporation,CA,True,,,False,False,False,,,,,,,,False,Public,BLM/State,,False,False,False,False,False,False,True,1.0,State,False,District & Appeals,https://earthjustice.org/wp-content/uploads/2023/08/decision.pdf,False,True,True,Local/Regional & National,False,False,False,False,False,False,False,False,False,False,True,True,Threatened,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,"Haines, AK, Alaska",59.0831232,-135.3430573
Copper,Arctic,Alaska,,"Kobuk, AK",191.0,True,Ambler,,Surface,"Lead, Zinc, Gold, Silver",No-- New Development,Delayed Indefinitely,Yes,"Ambler Metals, LLC",US,https://www.amblermetals.com/,South32 Limited and Trilogy Metals Inc. ,AU; CA,False,82.0,12,True,False,True,1178,,,,,,,False,Public,BLM/State,,False,True,True,False,False,True,True,,,False,,,True,True,True,Local/Regional & National,False,True,False,False,False,True,False,True,False,False,True,False,,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,False,False,"Kobuk, AK, Alaska",66.907238,-156.8827059
Copper,Bagdad,Arizona,Yavapai,"Bagdad, AZ",2661.0,True,Eureka-Bagdad,Arizona Porphyry Copper Belt,Surface,Molybdenum,Yes-- Active,Active -- Expansion Plan,No,Freeport-McMoRan,US,https://www.fcx.com,,,True,88.0,85,True,False,True,,,,,,,,False,Private,,,True,True,False,False,False,False,False,,,False,,,False,False,True,,False,False,False,False,False,False,False,True,False,False,True,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,"Bagdad, AZ, Arizona",34.57774,-113.1742845
Copper,Bingham Canyon (Kennecott),Utah,Salt Lake,"Herriman, UT",55144.0,True,Bingham,Uinta Belt,Surface and Underground,"Molybdenum, Silver, Gold",Yes-- Active,Active -- Expansion Plan,No,Rio Tinto,UK,https://www.riotinto.com/en/Operations/us/kennecott,Rio Tinto International Holdings Limited,UK,True,250.0,8,False,False,True,498,,,,,,,False,Private,,1989.0,False,True,False,False,False,False,False,,,False,,,True,True,True,Local/Regional,False,False,False,True,False,False,False,False,True,False,True,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,"Herriman, UT, Utah",40.5139784,-112.0329086
Copper,Black Butte,Montana,Meagher,White Sulphur Springs,955.0,True,,Johnny Lee Deposit,Underground,,No-- New Development,Exploration,Yes,Trintina Montana,CA,https://blackbuttecopper.com/,Sandfire Resources,CA,False,1102.3,8.5-13,False,False,False,,,,,,,,False,Private,,2015.0,True,False,False,False,False,False,True,2.0,State,True,Supreme,https://law.justia.com/cases/montana/supreme-court/2024/da-22-0406.html.,True,False,True,Local/Regional,False,True,False,False,False,True,False,False,False,False,True,True,,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,"White Sulphur Springs, Montana",46.5480749,-110.9034718
Copper,Cactus Copper,Arizona,Pinal,"Casa Grande, AZ",55653.0,True,Preuss,,Surface,"Silver, Gold",Yes-- Abandoned,Exploration,No,Arizona Sonoran,CA,https://arizonasonoran.com/,Arizona Sonoran,CA,True,116.9,31,False,False,True,688,,,,,,,False,Private,,2020.0,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Casa Grande, AZ, Arizona",32.8772834,-111.7536818
Copper,CK Gold/Copper,Wyoming,Laramie,"Cheyenne, WY",65132.0,True,Silver Crown ,,Surface,Gold,Yes-- Abandoned,Exploration,No,US Gold Corporation,US,https://www.usgoldcorp.gold/,,,False,,10,True,False,True,222,,,,,,,False,Public and Private,State,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,"Cheyenne, WY, Wyoming",41.139981,-104.820246
Copper,Copper Creek,Arizona,Pinal,"Mammoth, AZ",1650.0,True,,Arizona Porphyry Copper Belt,Surface and Underground,,Yes-- Abandoned,Exploration,No,Faraday Copper,CA,https://faradaycopper.com/,,,True,,33,True,False,True,798,,,,,,,True,Public and Private,BLM/State,,False,False,False,False,False,False,False,,,False,,,True,True,True,Local/Regional,False,False,False,False,False,True,False,True,False,True,True,True,,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,"Mammoth, AZ, Arizona",32.722568,-110.640654
Copper,Copper World Complex (Rosemont),Arizona,Pima,"Sonoita, AZ",803.0,True,Helvetia-Rosemont,Copper Porphyry Belt,Underground,,No-- New Development,Delayed Indefinitely,Yes,Hudbay Minerals,CA,https://www.hudbayminerals.com,Augusta Resource Corporation of Canada,CA,True,100.0,21,False,False,False,1300,,,,,,,False,Public and Private,USFS/State,,False,False,True,True,False,True,True,1.0,Federal,True,District & Circuit,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/05/12/19-17585.pdf.,True,True,True,Local/Regional & National,False,False,False,False,False,False,True,False,False,True,True,False,,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,"Sonoita, AZ, Arizona",31.6723455,-110.6619555
Copper,Copperwood,Michigan,Gogebic,"Wakefield, MI",1702.0,True,,Keweenaw Copper Belt,Underground,Silver,No-- New Development,Development,Yes,Copperwood Resources Inc,CA,https://www.highlandcopper.com/projects/copperwood-project/,Highland Copper Inc,CA,False,30.0,11,False,False,False,425,,,,,150.0,,False,Public and Private,State,2008.0,True,True,False,False,False,False,False,,,False,,,True,True,True,Local/Regional,False,False,False,True,False,True,True,True,True,True,True,True,,True,False,True,True,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,"Wakefield, MI, Michigan",46.476545,-89.941003
Copper,Flux,Arizona,Santa Cruz,"Patagonia, AZ",804.0,True,Harshaw,,Undetermined,"Silver, Lead, Zinc",No-- New Development,Exploration,Yes,"Arizona Minerals, Inc",AU,https://www.south32.net/what-we-do/our-locations/americas/hermosa/permitting-public-consultation,South32 Limited,,False,,,False,False,False,,,,,,,,False,Public,USFS,,False,False,False,False,False,False,True,,Federal,True,District & Circuit,https://cases.justia.com/federal/district-courts/arizona/azdce/4:2023cv00280/1337890/48/0.pdf?ts=1694024903,True,False,True,Local/Regional & National,False,False,False,False,False,True,False,True,False,False,True,True,Endangered and Threatened,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,"Patagonia, AZ, Arizona",31.5402016,-110.753927
Copper,CuMo Project (Idaho Copper Project),Idaho,Boise,"Grimes Pass, ID",192.0,True,Grimes Pass,,Surface,Molybdenum,No-- New Development,Exploration,Yes,Idaho Copper (IC) Corporation ,US,https://www.idaho-copper.com/idaho-copper-project/,,,True,,,False,False,False,,,,,,,,False,Public,,,False,False,False,False,False,False,True,,Federal,True,District,https://casetext.com/case/idaho-conservation-league-v-us-forest-serv-1.,False,False,True,Local/Regional,False,False,False,False,False,True,False,False,False,True,True,True,Endangered,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Grimes Pass, ID, Idaho",44.044617,-115.8573372
Copper,Montanore,Montana,Lincoln,"Libby, MN",2775.0,True,Libby,,Underground,Silver,Yes-- Abandoned,Exploration,Yes,Montanore Minerals Corporation,US,https://www.hecla.com/exploration,Hecla,US,True,12.5,,False,False,False,,,,,,,,False,Public,USFS,2016.0,True,True,False,False,False,False,True,2.0,State,True,District & Supreme,https://earthjustice.org/wp-content/uploads/opinion_-_published_0.pdf.,True,True,True,Local/Regional & National,False,True,False,False,False,True,True,False,False,False,True,True,,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,"Libby, MN, Montana",48.3883645,-115.5558612
Copper,Madison Copper-Gold ,Montana,Madison,"Silver Star, MN",46.0,True,Silver Star,,Undetermined,Gold,Yes-- Abandoned,Exploration,No,American Pacific Mining Corporation,CA,https://americanpacificmining.com/projects/madison-mine/#close.,,,True,,,False,False,False,,,,,,,,False,Public,BLM,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Silver Star, MN, Montana",45.6902391,-112.2830612
Copper,Mason Copper,Nevada,Lyon,"Yerington, NV",3194.0,True,Mason Valley - Yerington,Walker Lane Mineral Belt,Surface,Molybdenum,Yes-- Abandoned,Exploration,No,Hudbay Minerals,CA,https://www.hudbayminerals.com,,,True,140.0,27,True,False,False,2100,,,,,,,False,Private,,2018.0,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Yerington, NV, Nevada",38.9855429,-119.162989
Copper,Miami Copper Operations,Arizona,Gila,"Miami, AZ",1532.0,True,Globe-Miami,,Surface,,Yes-- Active,Active,No,Freeport McMoRan,US,https://www.fcx.com/,,,True,,,True,False,True,,,,,,,,False,Private,,,False,False,False,False,False,False,False,,,False,,,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Miami, AZ, Arizona",33.3995392,-110.8709218
Copper,Mission Complex,Arizona,Pima,"Sahuarita, AZ",35638.0,True,Pima,,Surface,Gold,Yes-- Active,Active,No,ASARCO,US,https://www.asarco.com/mines/,Grupo Mexico,MX,False,220.0,72,True,False,True,,,,,,,,False,Public and Private,BLM,,False,False,False,False,False,False,True,,Federal & State,True,,,False,True,False,,False,False,False,False,False,False,True,False,True,False,True,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,"Sahuarita, AZ, Arizona",31.9575305,-110.9556645
